,medicine_name,active_substance,atc_code,medicine_url,pdf_url,source_block,manufacturer_name,address,country,manufacturer_step
162,Simulect,basiliximab,L04AC02,https://www.ema.europa.eu/en/medicines/human/EPAR/simulect,https://www.ema.europa.eu/en/documents/product-information/simulect-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Novartis Pharma S.A.S.
Centre de Biotechnologie
8 rue de l’Industrie
68330 Huningue
France
Name and address of the manufacturer responsible for batch release
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Novartis Pharma GmbH,"Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Germany,2
163,Methylthioninium chloride Proveblue,methylthioninium chloride,V03AB17,https://www.ema.europa.eu/en/medicines/human/EPAR/methylthioninium-chloride-proveblue,https://www.ema.europa.eu/en/documents/product-information/methylthioninium-chloride-proveblue-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Cenexi
52, Rue Marcel et Jacques Gaucher
94120 Fontenay-sous-Bois
France",Cenexi,"52, Rue Marcel et Jacques Gaucher
94120 Fontenay-sous-Bois
France",France,2
164,Methylthioninium chloride Proveblue,methylthioninium chloride,V03AB17,https://www.ema.europa.eu/en/medicines/human/EPAR/methylthioninium-chloride-proveblue,https://www.ema.europa.eu/en/documents/product-information/methylthioninium-chloride-proveblue-epar-product-information_en.pdf,"The printed package leaflet of the medicinal product must state the name and address of the manufacturer
responsible for the release of the concerned batch.",responsible for the release of the concerned batch.,,,2
165,Altuvoct,Efanesoctocog alfa,B02BD02,https://www.ema.europa.eu/en/medicines/human/EPAR/altuvoct,https://www.ema.europa.eu/en/documents/product-information/altuvoct-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Biogen MA Inc.
5000 Davis Drive
Research Triangle Park
NC 27709
USA
Name and address of the manufacturer responsible for batch release
Swedish Orphan Biovitrum AB (publ)
Norra Stationsgatan 93
113 64 Stockholm
Sweden",Biogen MA Inc.,"5000 Davis Drive
Research Triangle Park
NC 27709
USA",United States,1
166,Altuvoct,Efanesoctocog alfa,B02BD02,https://www.ema.europa.eu/en/medicines/human/EPAR/altuvoct,https://www.ema.europa.eu/en/documents/product-information/altuvoct-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Biogen MA Inc.
5000 Davis Drive
Research Triangle Park
NC 27709
USA
Name and address of the manufacturer responsible for batch release
Swedish Orphan Biovitrum AB (publ)
Norra Stationsgatan 93
113 64 Stockholm
Sweden",Swedish Orphan Biovitrum AB (publ),"Norra Stationsgatan 93
113 64 Stockholm
Sweden",Sweden,2
167,RotaTeq,rotavirus serotype G1;rotavirus serotype G2;rotavirus serotype G3;rotavirus serotype G4;rotavirus serotype P1,J07BH02,https://www.ema.europa.eu/en/medicines/human/EPAR/rotateq,https://www.ema.europa.eu/en/documents/product-information/rotateq-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Merck Sharp & Dohme LLC
770 Sumneytown Pike
West Point, Pennsylvania 19486
USA
Name and address of the manufacturer responsible for batch release
Merck Sharp and Dohme B.V.
Waarderweg 39
2031 BN Haarlem
The Netherlands",Merck Sharp & Dohme LLC,"770 Sumneytown Pike
West Point, Pennsylvania 19486
USA",United States,1
168,RotaTeq,rotavirus serotype G1;rotavirus serotype G2;rotavirus serotype G3;rotavirus serotype G4;rotavirus serotype P1,J07BH02,https://www.ema.europa.eu/en/medicines/human/EPAR/rotateq,https://www.ema.europa.eu/en/documents/product-information/rotateq-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Merck Sharp & Dohme LLC
770 Sumneytown Pike
West Point, Pennsylvania 19486
USA
Name and address of the manufacturer responsible for batch release
Merck Sharp and Dohme B.V.
Waarderweg 39
2031 BN Haarlem
The Netherlands",Merck Sharp,"Waarderweg
2031
The",Netherlands,2
169,RotaTeq,rotavirus serotype G1;rotavirus serotype G2;rotavirus serotype G3;rotavirus serotype G4;rotavirus serotype P1,J07BH02,https://www.ema.europa.eu/en/medicines/human/EPAR/rotateq,https://www.ema.europa.eu/en/documents/product-information/rotateq-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Merck Sharp & Dohme LLC
770 Sumneytown Pike
West Point, Pennsylvania 19486
USA
Name and address of the manufacturer responsible for batch release
Merck Sharp and Dohme B.V.
Waarderweg 39
2031 BN Haarlem
The Netherlands",Dohme B.V.,"39
BN Haarlem
Netherlands",Netherlands,2
170,RotaTeq,rotavirus serotype G1;rotavirus serotype G2;rotavirus serotype G3;rotavirus serotype G4;rotavirus serotype P1,J07BH02,https://www.ema.europa.eu/en/medicines/human/EPAR/rotateq,https://www.ema.europa.eu/en/documents/product-information/rotateq-epar-product-information_en.pdf,"Manufacturer Responsible for Batch Release: Merck Sharp and Dohme, B.V., Waarderweg, 39, 2031
BN, Haarlem, The Netherlands","BN, Haarlem, The Netherlands",,Netherlands,NA
171,"Adjupanrix (previously Pandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted) GlaxoSmithKline Biologicals)","split influenza virus, inactivated, containing antigen: A/VietNam/1194/2004 (H5N1) like strain used (NIBRG-14)",J07BB02,https://www.ema.europa.eu/en/medicines/human/EPAR/adjupanrix,https://www.ema.europa.eu/en/documents/product-information/adjupanrix-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
GlaxoSmithKline Biologicals
Branch of the SmithKline Beecham Pharma GmbH & Co. KG
Zirkusstr. 40
01069 Dresden
Germany
Name and address of the manufacturer responsible for batch release
GlaxoSmithKline Biologicals SA
89, rue de l'Institut
B-1330 Rixensart
Belgium",GlaxoSmithKline Biologicals,"Branch of the SmithKline Beecham Pharma GmbH & Co. KG
Zirkusstr. 40
01069 Dresden
Germany",Germany,1
172,"Adjupanrix (previously Pandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted) GlaxoSmithKline Biologicals)","split influenza virus, inactivated, containing antigen: A/VietNam/1194/2004 (H5N1) like strain used (NIBRG-14)",J07BB02,https://www.ema.europa.eu/en/medicines/human/EPAR/adjupanrix,https://www.ema.europa.eu/en/documents/product-information/adjupanrix-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
GlaxoSmithKline Biologicals
Branch of the SmithKline Beecham Pharma GmbH & Co. KG
Zirkusstr. 40
01069 Dresden
Germany
Name and address of the manufacturer responsible for batch release
GlaxoSmithKline Biologicals SA
89, rue de l'Institut
B-1330 Rixensart
Belgium",GlaxoSmithKline Biologicals SA,"89, rue de l'Institut
B-1330 Rixensart
Belgium",Belgium,2
173,Cyanokit,hydroxocobalamin,V03AB33,https://www.ema.europa.eu/en/medicines/human/EPAR/cyanokit,https://www.ema.europa.eu/en/documents/product-information/cyanokit-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
Merck Santé S.A.S.
Centre de Production de Semoy
2, rue du Pressoir Vert
F-45400 Semoy
France
Or
SERB S.A.
Avenue Louise 480
1050 Brussels
Belgium
Or
SERB
32 rue de Monceau
75008 Paris
France",Merck Santé S.A.S.,"Centre de Production de Semoy
2, rue du Pressoir Vert
F-45400 Semoy
France",France,2
174,Cyanokit,hydroxocobalamin,V03AB33,https://www.ema.europa.eu/en/medicines/human/EPAR/cyanokit,https://www.ema.europa.eu/en/documents/product-information/cyanokit-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
Merck Santé S.A.S.
Centre de Production de Semoy
2, rue du Pressoir Vert
F-45400 Semoy
France
Or
SERB S.A.
Avenue Louise 480
1050 Brussels
Belgium
Or
SERB
32 rue de Monceau
75008 Paris
France",SERB S.A.,"Avenue Louise 480
1050 Brussels
Belgium",Belgium,2
175,Cyanokit,hydroxocobalamin,V03AB33,https://www.ema.europa.eu/en/medicines/human/EPAR/cyanokit,https://www.ema.europa.eu/en/documents/product-information/cyanokit-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
Merck Santé S.A.S.
Centre de Production de Semoy
2, rue du Pressoir Vert
F-45400 Semoy
France
Or
SERB S.A.
Avenue Louise 480
1050 Brussels
Belgium
Or
SERB
32 rue de Monceau
75008 Paris
France",SERB,"32 rue de Monceau
75008 Paris
France",France,2
176,Clopidogrel Viatris (previously Clopidogrel Taw Pharma),clopidogrel besilate,B01AC04,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-viatris,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-viatris-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
B. CONDITIONS OR RESTRICTION REGARDING SUPPLY AND USE",B. CONDITIONS,,,NA
177,Clopidogrel Viatris (previously Clopidogrel Taw Pharma),clopidogrel besilate,B01AC04,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-viatris,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-viatris-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
B. CONDITIONS OR RESTRICTION REGARDING SUPPLY AND USE",RESTRICTION REGARDING SUPPLY AND USE,,,NA
178,Clopidogrel Viatris (previously Clopidogrel Taw Pharma),clopidogrel besilate,B01AC04,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-viatris,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-viatris-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Pharmathen S.A.
6, Dervenakion
15351 Pallini Attiki
Greece
Pharmathen International S.A
Industrial Park Sapes
Rodopi Prefecture, Block No 5
Rodopi 69300
Greece",Pharmathen S.A.,"6, Dervenakion
15351 Pallini Attiki
Greece
Pharmathen International S.A
Industrial Park Sapes
Rodopi Prefecture, Block No 5
Rodopi 69300
Greece",Greece,2
179,Afstyla,lonoctocog alfa,B02BD02,https://www.ema.europa.eu/en/medicines/human/EPAR/afstyla,https://www.ema.europa.eu/en/documents/product-information/afstyla-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
CSL Behring GmbH
Emil-von-Behring Strasse 76
35041 Marburg
GERMANY
Name and address of the manufacturer responsible for batch release
CSL Behring GmbH
Emil-von-Behring Strasse 76
35041 Marburg
GERMANY",CSL Behring GmbH,"Emil-von-Behring Strasse 76
35041 Marburg
GERMANY",Germany,1
180,Kovaltry,octocog alfa,B02BD02,https://www.ema.europa.eu/en/medicines/human/EPAR/kovaltry,https://www.ema.europa.eu/en/documents/product-information/kovaltry-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Bayer HealthCare LLC
800 Dwight Way
Berkeley
CA 94710
United States
Name and address of the manufacturer responsible for batch release
Bayer AG
Kaiser-Wilhelm-Allee
51368 Leverkusen
Germany
Bayer AG
Müllerstraße 178
13353 Berlin
Germany",Bayer HealthCare LLC,"800 Dwight Way
Berkeley
CA 94710
United States",United States,1
181,Kovaltry,octocog alfa,B02BD02,https://www.ema.europa.eu/en/medicines/human/EPAR/kovaltry,https://www.ema.europa.eu/en/documents/product-information/kovaltry-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Bayer HealthCare LLC
800 Dwight Way
Berkeley
CA 94710
United States
Name and address of the manufacturer responsible for batch release
Bayer AG
Kaiser-Wilhelm-Allee
51368 Leverkusen
Germany
Bayer AG
Müllerstraße 178
13353 Berlin
Germany",Bayer AG,"Kaiser-Wilhelm-Allee
51368 Leverkusen
Germany",Germany,2
182,Kovaltry,octocog alfa,B02BD02,https://www.ema.europa.eu/en/medicines/human/EPAR/kovaltry,https://www.ema.europa.eu/en/documents/product-information/kovaltry-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Bayer HealthCare LLC
800 Dwight Way
Berkeley
CA 94710
United States
Name and address of the manufacturer responsible for batch release
Bayer AG
Kaiser-Wilhelm-Allee
51368 Leverkusen
Germany
Bayer AG
Müllerstraße 178
13353 Berlin
Germany",Bayer AG,"Müllerstraße 178
13353 Berlin
Germany",Germany,2
183,Adynovi,rurioctocog alfa pegol,B02BD02,https://www.ema.europa.eu/en/medicines/human/EPAR/adynovi,https://www.ema.europa.eu/en/documents/product-information/adynovi-epar-product-information_en.pdf,"A. MANUFACTURER(S) OF THE BIOLOGICAL ACTIVE SUBSTANCE(S) AND
MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) of the biological active substance(s)
Baxalta US Inc
1700 Rancho Conejo Boulevard
Thousand Oaks
California
CA-91320
UNITED STATES
Name and address of the manufacturer(s) responsible for batch release
Baxalta Belgium Manufacturing SA
Boulevard Rene Branquart 80
B-7860 Lessines
BELGIUM",Baxalta US Inc,"1700 Rancho Conejo Boulevard
Thousand Oaks
California
CA-91320
UNITED STATES",United States,1
184,Adynovi,rurioctocog alfa pegol,B02BD02,https://www.ema.europa.eu/en/medicines/human/EPAR/adynovi,https://www.ema.europa.eu/en/documents/product-information/adynovi-epar-product-information_en.pdf,"A. MANUFACTURER(S) OF THE BIOLOGICAL ACTIVE SUBSTANCE(S) AND
MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) of the biological active substance(s)
Baxalta US Inc
1700 Rancho Conejo Boulevard
Thousand Oaks
California
CA-91320
UNITED STATES
Name and address of the manufacturer(s) responsible for batch release
Baxalta Belgium Manufacturing SA
Boulevard Rene Branquart 80
B-7860 Lessines
BELGIUM",Baxalta Belgium Manufacturing SA,"Boulevard Rene Branquart 80
B-7860 Lessines
BELGIUM",Belgium,2
185,Jivi,Damoctocog alfa pegol,B02BD02,https://www.ema.europa.eu/en/medicines/human/EPAR/jivi,https://www.ema.europa.eu/en/documents/product-information/jivi-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Bayer HealthCare LLC
800 Dwight Way
Berkeley
CA
94710
United States
Name and address of the manufacturer responsible for batch release
Bayer AG
Kaiser-Wilhelm-Allee
51368 Leverkusen
Germany
Bayer AG
Müllerstraße 178
13353 Berlin
Germany",Bayer HealthCare LLC,"800 Dwight Way
Berkeley
CA
94710
United States",United States,1
186,Jivi,Damoctocog alfa pegol,B02BD02,https://www.ema.europa.eu/en/medicines/human/EPAR/jivi,https://www.ema.europa.eu/en/documents/product-information/jivi-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Bayer HealthCare LLC
800 Dwight Way
Berkeley
CA
94710
United States
Name and address of the manufacturer responsible for batch release
Bayer AG
Kaiser-Wilhelm-Allee
51368 Leverkusen
Germany
Bayer AG
Müllerstraße 178
13353 Berlin
Germany",Bayer AG,"Kaiser-Wilhelm-Allee
51368 Leverkusen
Germany",Germany,2
187,Jivi,Damoctocog alfa pegol,B02BD02,https://www.ema.europa.eu/en/medicines/human/EPAR/jivi,https://www.ema.europa.eu/en/documents/product-information/jivi-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Bayer HealthCare LLC
800 Dwight Way
Berkeley
CA
94710
United States
Name and address of the manufacturer responsible for batch release
Bayer AG
Kaiser-Wilhelm-Allee
51368 Leverkusen
Germany
Bayer AG
Müllerstraße 178
13353 Berlin
Germany",Bayer AG,"Müllerstraße 178
13353 Berlin
Germany",Germany,2
